Inventario;Autore;Ambito culturale;Datazione;Titolo-soggetto;Materiali;Immagine;lsreferenceby
0946/L;;arte piemontese;XVII;Sant' Antonio che sovrasta la testa di un Angelo;legno;http://93.62.170.226/foto/M0019056.jpg;http://www.palazzomadamatorino.it/it/node/21777
0947/L;;arte piemontese;XVII;medaglioncino;legno;http://93.62.170.226/foto/M0019057.jpg;http://www.palazzomadamatorino.it/it/node/25673
0950/L;;arte piemontese;ca. 1750 - ca. 1770;specchiera;legno/ cristallo;http://93.62.170.226/foto/M0019060.jpg;http://www.palazzomadamatorino.it/it/node/32757
0951/L;;arte piemontese;ca. 1750 - ca. 1770;specchiera;legno/ cristallo;http://93.62.170.226/foto/M0019061.jpg;http://www.palazzomadamatorino.it/it/node/32758
0952/L;;arte piemontese;XVIII;stemma di Casa Savoia;lacca/ legno;http://93.62.170.226/foto/M0019062.jpg;http://www.palazzomadamatorino.it/it/node/21779
0967/L;;arte veneta;XVI;cornice;legno intagliato/ legno verniciato/ legno dorato;http://93.62.170.226/foto/M0019077.jpg;http://www.palazzomadamatorino.it/it/node/32773
0971/L;;artigianato locale Valle Varaita;XVII;tombolo per pizzi;legno/ stoffa;http://93.62.170.226/foto/M0019081.jpg;http://www.palazzomadamatorino.it/it/node/32776
0972/L;;arte valdostana;ca. 1883 - ca. 1883;tombolo per pizzi;legno/ stoffa;http://93.62.170.226/foto/M0019082.jpg;http://www.palazzomadamatorino.it/it/node/32777
0973/L;;scuola del Bonzanigo;ca. 1780 - ca. 1780;fogliami/ giroli/ ghirlande;legno;http://93.62.170.226/foto/M0019083.jpg;http://www.palazzomadamatorino.it/it/node/25674
0980/L;;arte piemontese;ca. 1760 - ca. 1760;porta;legno;http://93.62.170.226/foto/M0019090.jpg;http://www.palazzomadamatorino.it/it/node/32783
0982/L;;intagliatore piemontese;ca. 1690 - ca. 1690;specchiera;legno/ specchio;http://93.62.170.226/foto/M0019092.jpg;http://www.palazzomadamatorino.it/it/node/32785
0983/L;;scultore delle Alpi nord-occidentali;XVI;Ecce Homo;legno;http://93.62.170.226/foto/M0019093.jpg;http://www.palazzomadamatorino.it/it/node/21782
0984/L;;arte piemontese;XIX;tavolino;legno;http://93.62.170.226/foto/M0019094.jpg;http://www.palazzomadamatorino.it/it/node/32786
0994/L;;Venezia;XVIII;tavolino;legno;http://93.62.170.226/foto/M0019104A.jpg;http://www.palazzomadamatorino.it/it/node/32795
0995/L;;Venezia;XVIII;cassettone;legno;http://93.62.170.226/foto/M0019105A.jpg;http://www.palazzomadamatorino.it/it/node/32796
0996/L;;Venezia;XVIII;armadietto;legno;http://93.62.170.226/foto/M0019106A.jpg;http://www.palazzomadamatorino.it/it/node/32797
1000/L;;arte francese;1728 - 1728;globo terracqueo;carta/ pergamena;http://93.62.170.226/foto/M0019110.jpg;http://www.palazzomadamatorino.it/it/node/32799
1001/L;;arte francese;1730 - 1730;globo celeste;carta/ pergamena;http://93.62.170.226/foto/M0019111.jpg;http://www.palazzomadamatorino.it/it/node/25676
1002/L;;arte padana;XIII;sacrificio sull'ara/ Cerere;legno/ metallo;http://93.62.170.226/foto/M0019112.jpg;http://www.palazzomadamatorino.it/it/node/21785
1005/L;;scultore centroitaliano;XIII;Madonna con Bambino;legno policromo;http://93.62.170.226/foto/M0019115.jpg;http://www.palazzomadamatorino.it/it/node/21787
1006/L;;intagliatore brabantino;XVI;spasimo della Vergine;legno;http://93.62.170.226/foto/M0019116.jpg;http://www.palazzomadamatorino.it/it/node/21788
1007/L;;scultore dei Paesi Bassi meridionali;XVI;compianto sul Cristo morto;legno policromo;http://93.62.170.226/foto/M0019117.jpg;http://www.palazzomadamatorino.it/it/node/21789
1012/L;;scultore aostano;XVI;santo vescovo;legno policromo/ legno dorato;http://93.62.170.226/foto/M0019121.jpg;http://www.palazzomadamatorino.it/it/node/21791
1014/L;Merzagora Domenico;scultore dell'Alto Piemonte Orientale;ca. 1480 - ca. 1480;figura femminile chinata sul Cristo;legno policromo/ legno di pioppo intagliato e dipinto;http://93.62.170.226/foto/M0019123.jpg;http://www.palazzomadamatorino.it/it/node/25680
1015/L;Merzagora Domenico;scultore dell'Alto Piemonte Orientale;ca. 1480 - ca. 1480;figura femminile chinata sul Cristo (una Maria);legno policromo/ legno di pioppo intagliato e dipinto;http://93.62.170.226/foto/M0019124.jpg;http://www.palazzomadamatorino.it/it/node/25681
1016/L;Merzagora Domenico;scultore dell'Alto Piemonte Orientale;ca. 1480 - ca. 1480;Madonna dolente;legno policromo/ legno di pioppo intagliato e dipinto;http://93.62.170.226/foto/M0019125.jpg;http://www.palazzomadamatorino.it/it/node/25682
1017/L;Merzagora Domenico;scultore dell'Alto Piemonte Orientale;ca. 1480 - ca. 1480;San Giovanni Evangelista dolente;legno policromo/ legno di pioppo intagliato e dipinto;http://93.62.170.226/foto/M0019126.jpg;http://www.palazzomadamatorino.it/it/node/25683
1018/L;Merzagora Domenico;scultore dell'Alto Piemonte Orientale;ca. 1480 - ca. 1480;Maria Maddalena;legno policromo/ legno di pioppo intagliato e dipinto;http://93.62.170.226/foto/M0019127.jpg;http://www.palazzomadamatorino.it/it/node/25684
1019/L;Merzagora Domenico;scultore dell'Alto Piemonte Orientale;ca. 1480 - ca. 1480;Giuseppe d'Arimatea;legno policromo/ legno di pioppo intagliato e dipinto;http://93.62.170.226/foto/M0019128.jpg;http://www.palazzomadamatorino.it/it/node/25685
1020/L;Merzagora Domenico;scultore dell'Alto Piemonte Orientale;ca. 1480 - ca. 1480;Cristo morto;legno policromo/ legno di pioppo intagliato e dipinto;http://93.62.170.226/foto/M0019129.jpg;http://www.palazzomadamatorino.it/it/node/25686
1021/L;;scuola alsaziana;XV;San Pietro;legno di tiglio/ legno dorato/ legno policromo;http://93.62.170.226/foto/M0019130.jpg;http://www.palazzomadamatorino.it/it/node/21792
1022/L;;scuola alsaziana;XV;Sant' Antonio;legno policromo/ legno di tiglio;http://93.62.170.226/foto/M0019131.jpg;http://www.palazzomadamatorino.it/it/node/21793
1024/L;;scultore alsaziano (?);XVI;compianto sul Cristo morto;legno policromo/ legno di noce intagliato e dipinto;http://93.62.170.226/foto/M0019133.jpg;http://www.palazzomadamatorino.it/it/node/25688
1025/L;;intagliatore francese dell'abbazia di Staffarda;ca. 1520 - ca. 1530;coppia di santi;legno;http://93.62.170.226/foto/M0019134.jpg;http://www.palazzomadamatorino.it/it/node/21794
1028/L;;bottega di Civitali Matteo;ca. 1500 - ca. 1500;Cristo nel sepolcro/ Angeli;legno policromo;http://93.62.170.226/foto/M0019138.jpg;http://www.palazzomadamatorino.it/it/node/25689
1029/L;;scultore napoletano;XV;Madonna con Bambino;legno policromo;http://93.62.170.226/foto/M0019139.jpg;http://www.palazzomadamatorino.it/it/node/21797
1030/L;;scultore lombardo;XV - XVI;San Bartolomeo;legno policromo;http://93.62.170.226/foto/M0019140.jpg;http://www.palazzomadamatorino.it/it/node/25690
1031/L;;intagliatore piemontese;XVI;fiori/ uccelli/ putto;;http://93.62.170.226/foto/M0019141.jpg;http://www.palazzomadamatorino.it/it/node/21798
1038/L;;bottega di Urbanino e Baldino da Surso;XV;Crocifisso;legno policromo/ legno di pioppo intagliato e dipinto;http://93.62.170.226/foto/M0019148A.jpg;http://www.palazzomadamatorino.it/it/node/25692
1039/L;;scultore del sud Tirolo;ca. 1480 - ca. 1490;Santo Guerriero;legno policromo/ legno dorato;http://93.62.170.226/foto/M0019149.jpg;http://www.palazzomadamatorino.it/it/node/21804
1040/L;;scultore del Piemonte sud-occidentale;1498 - 1498;pieta';legno policromo/ legno dorato;http://93.62.170.226/foto/M0019150.jpg;http://www.palazzomadamatorino.it/it/node/25693
1041/L;;scultore del Brabante superiore o della Gheldria;XV;San Giorgio e il drago;legno;http://93.62.170.226/foto/M0019151.jpg;http://www.palazzomadamatorino.it/it/node/21805
1042/L;;scultore piemontese;XV;Santa Caterina;legno policromo/ legno dorato;http://93.62.170.226/foto/M0019152.jpg;http://www.palazzomadamatorino.it/it/node/21806
1043/L;;scultore piemontese;1520 - 1530;stigmate di San Francesco/ due santi francescani;legno;http://93.62.170.226/foto/M0019153.jpg;http://www.palazzomadamatorino.it/it/node/21807
1044/L;;scultore aostano;XIV;storie dell' infanzia di Cristo;legno policromo/ legno di cembro intagliato lungo la vena/ dorato e dipinto;http://93.62.170.226/foto/M0019154.jpg;http://www.palazzomadamatorino.it/it/node/25694
1045/L;;scultore aostano;XV;fiancata di un portale;legno;http://93.62.170.226/foto/M0019155.jpg;http://www.palazzomadamatorino.it/it/node/32801
1048/L;;scultore savoiardo;ca. 1470 - ca. 1470;San Giovanni Evangelista;legno policromo/ legno dorato;http://93.62.170.226/foto/M0019158.jpg;http://www.palazzomadamatorino.it/it/node/21808
1049/L;;cerchia del Maestro di Moron;XV;San Pietro in cattedra;legno;http://93.62.170.226/foto/M0019159.jpg;http://www.palazzomadamatorino.it/it/node/21809
1050/L;;bottega del Maestro della Madonna di Oropa;XIV;Cristo Giudice;legno/ legno di cembro intagliato e dipinto lungo la vena;http://93.62.170.226/foto/M0019160.jpg;http://www.palazzomadamatorino.it/it/node/25695
1051/L;Maestro del Cristo di Gressan;scultore aostano;XIV;Cristo morto;legno/ tela dipinta;http://93.62.170.226/foto/M0019161.jpg;http://www.palazzomadamatorino.it/it/node/25696
1052/L;;scultore aostano;1310 - 1320;incoronazione della Vergine/ martirio di San Pantaleone;legno policromo/ legno dorato/ dorato e dipinto;http://93.62.170.226/foto/M0019162.jpg;http://www.palazzomadamatorino.it/it/node/25697
1055/L;;scultore del Piemonte meridionale;XV;pieta';legno policromo/ legno di tiglio intagliato e dipinto;http://93.62.170.226/foto/M0019165.jpg;http://www.palazzomadamatorino.it/it/node/21811
1056/L;;Scultore della Svevia. Cerchia di Niklaus Weckmann;ca. 1510 - ca. 1510;San Martino e il povero;legno policromo/ legno dorato;http://93.62.170.226/foto/M0019166.jpg;http://www.palazzomadamatorino.it/it/node/25699
1057/L;;scultore aostano;XIV;Cristo crocifisso;legno;http://93.62.170.226/foto/M0019167.jpg;http://www.palazzomadamatorino.it/it/node/21812
1058/L;;Scultore dell' Alto Reno (Basilea?);XV;Madonna col Bambino;legno policromo/ legno dorato;http://93.62.170.226/foto/M0019168.jpg;http://www.palazzomadamatorino.it/it/node/25700
1063/L;Maestro dei paliotti di Carema e di Villeneuve;bottega del Maestro della Madonna di Oropa;1290 - 1300;incoronazione della Vergine/ santi;legno policromo/ legno di cembro scolpito in controvena;http://93.62.170.226/foto/M0019173.jpg;http://www.palazzomadamatorino.it/it/node/25703
1064/L;;scultore catalano/proveniente da Sant Cugat del Valles;(?) 1275 - (?) 1275;Vergine in trono/ storie dell'infanzia di Cristo/ morte della Vergine;vetro/ legno;http://93.62.170.226/foto/M0019174.jpg;http://www.palazzomadamatorino.it/it/node/25704
1065/L;;scultore della Germania meridionale;ca. 1480 - ca. 1490;Madonna assisa;legno policromo/ legno di conifera;http://93.62.170.226/foto/M0019175.jpg;http://www.palazzomadamatorino.it/it/node/21815
1066/L;;scultore della Germania meridionale;ca. 1480 - ca. 1480;Madonna con Bambino;;http://93.62.170.226/foto/M0019176.jpg;http://www.palazzomadamatorino.it/it/node/25705
1067/L;;Italia centrale;XIV;santi/ Madonna col Bambino;legno dipinto/ ferro dorato;http://93.62.170.226/foto/M0019177A.jpg;http://www.palazzomadamatorino.it/it/node/21816
1090/L;;bottega di Bonzanigo Giuseppe Maria;XVIII;profilo di donna;legno/ rame;http://93.62.170.226/foto/M0019200.jpg;http://www.palazzomadamatorino.it/it/node/21839
1091/L;;bottega di Bonzanigo Giuseppe Maria;XVIII;trofeo con colombe;legno;http://93.62.170.226/foto/M0019201.jpg;http://www.palazzomadamatorino.it/it/node/21840
1092/L;;bottega di Bonzanigo Giuseppe Maria;XVIII;uccelli;legno;http://93.62.170.226/foto/M0019202.jpg;http://www.palazzomadamatorino.it/it/node/21841
1093/L;;bottega di Bonzanigo Giuseppe Maria;XVIII;Carlo Emanuele IV;legno;http://93.62.170.226/foto/M0019203.jpg;http://www.palazzomadamatorino.it/it/node/21842
1096/L;;ebanista piemontese;XIX;rosone;legno;http://93.62.170.226/foto/M0019206.jpg;http://www.palazzomadamatorino.it/it/node/21845
1097/L;;ebanista piemontese;XIX;rosone;legno;http://93.62.170.226/foto/M0019207.jpg;http://www.palazzomadamatorino.it/it/node/21846
1098/L;;ebanista piemontese;XIX;testa di leone;legno;http://93.62.170.226/foto/M0019208.jpg;http://www.palazzomadamatorino.it/it/node/21847
1100/L;;ebanista piemontese;XIX;salice piangente;legno;http://93.62.170.226/foto/M0019210.jpg;http://www.palazzomadamatorino.it/it/node/21849
1101/L;;scultore piemontese;XV;Vergine Addolorata;legno intagliato/ legno di noce scolpito;http://93.62.170.226/foto/M0019211.jpg;http://www.palazzomadamatorino.it/it/node/25706
1102/L;;scultore piemontese;XV;San Giovanni Evangelista;legno intagliato/ legno di noce scolpito;http://93.62.170.226/foto/M0019212.jpg;http://www.palazzomadamatorino.it/it/node/25707
1103/L;;pittore attivo a Pinerolo;ca. 1400 - ca. 1410;santi Tiberio e Benedetto/ stemma dei Cacherano;pioppo/ legno dipinto;http://93.62.170.226/foto/M0019213.jpg;http://www.palazzomadamatorino.it/it/node/25708
1104/L;;arte lombarda;ca. 1590 - ca. 1600;scena con un giovane e un satiro/ stemma coronato;legno intagliato/ cuoio sbalzato;http://93.62.170.226/foto/M0019214.jpg;http://www.palazzomadamatorino.it/it/node/21850
1106/L;;arte lombarda;ca. 1590 - ca. 1600;figura entro l'acqua/ stemma coronato;legno intagliato/ cuoio sbalzato;http://93.62.170.226/foto/M0019216.jpg;http://www.palazzomadamatorino.it/it/node/21852
1109/L;;arte piemontese;XVII;armadio;legno intagliato;http://93.62.170.226/foto/M0019219.jpg;http://www.palazzomadamatorino.it/it/node/32805
1111/L;;arte piemontese;XVI - XVII;traversine/ nodo savoia/ stemma tra quattro motivi a palmetta;legno intagliato/ cuoio impresso;http://93.62.170.226/foto/M0019221.jpg;http://www.palazzomadamatorino.it/it/node/25710
1112/L;;arte inglese;XVII;paesaggi boscosi animati da uccelli e putti;legno intagliato;http://93.62.170.226/foto/M0019222.jpg;http://www.palazzomadamatorino.it/it/node/21854
1114/L;;arte toscana;XV;armadio da sagrestia;legno intarsiato;http://93.62.170.226/foto/M0019224.jpg;http://www.palazzomadamatorino.it/it/node/32806
1115/L;;intagliatore savoiardo;ca. 1474 - ca. 1474;angelo/ stemmi di Amedeo IX e di Jolanda di Francia/ lettere A e Y/ motto Fert/ cartigli/ stemmi;legno intagliato;http://93.62.170.226/foto/M0019225.jpg;http://www.palazzomadamatorino.it/it/node/25711
1116/L;;arte senese;XV;armadio;legno intagliato/ legno dipinto;http://93.62.170.226/foto/M0019226.jpg;http://www.palazzomadamatorino.it/it/node/32807
1117/L;;intagliatore astigiano;XV;Santa Barbara/ Angelo annunziante/ Vergine annunziata/ Santa Caterina/ vaso di gigli;legno intagliato;http://93.62.170.226/foto/M0019227.jpg;http://www.palazzomadamatorino.it/it/node/21856
1118/L;;intagliatore pinerolese;1559 - 1559;cartella con un teschio/ cartella con un volatile araldico/ data 1559;legno intagliato;http://93.62.170.226/foto/M0019228.jpg;http://www.palazzomadamatorino.it/it/node/25712
1119/L;;arte dell'Italia settentrionale;XVI;stemma entro ghirlanda/ arpie;legno dipinto;http://93.62.170.226/foto/M0019229.jpg;http://www.palazzomadamatorino.it/it/node/21857
1120/L;;arte valdostana;XV;sedia pieghevole;legno intagliato;http://93.62.170.226/foto/M0019230.jpg;http://www.palazzomadamatorino.it/it/node/32808
1122/L;;intagliatore valdostano;XV;fiore;legno intagliato;http://93.62.170.226/foto/M0019232.jpg;http://www.palazzomadamatorino.it/it/node/21858
1123/L;;arte valdostana;XV;disco intagliato;legno intagliato;http://93.62.170.226/foto/M0019233.jpg;http://www.palazzomadamatorino.it/it/node/21859
1124/L;;arte lombarda;XV - XVI;prospettiva di un interno/ stella a otto punte;legno intagliato;http://93.62.170.226/foto/M0019234.jpg;http://www.palazzomadamatorino.it/it/node/21860
1125/L;;arte valdostana;XV;disco;legno intagliato;http://93.62.170.226/foto/M0019235.jpg;http://www.palazzomadamatorino.it/it/node/25713
1126/L;;intagliatore dell'Alta Valle di Susa;1468 - 1468;iscrizioni/ stemma dei Piossasco/ stemmi sabaudi;legno intagliato;http://93.62.170.226/foto/M0019236.jpg;http://www.palazzomadamatorino.it/it/node/25714
1127/L;;arte veneta;XVI;scudo tondo/ targhe intarsiate;legno intagliato/ legno intarsiato;http://93.62.170.226/foto/M0019237.jpg;http://www.palazzomadamatorino.it/it/node/21861
1128/L;;arte veneta;XVI;targa a girali vegetali/ targhe intarsiate;legno intagliato/ legno intarsiato;http://93.62.170.226/foto/M0019238.jpg;http://www.palazzomadamatorino.it/it/node/21862
1129/L;;arte dell'Italia settentrionale;XV;motivi a stelle a dodici punte/ vaso con getto di fiori/ grandi rosoni/ tondi con elementi geometrici;legno intarsiato;http://93.62.170.226/foto/M0019239A.jpg;http://www.palazzomadamatorino.it/it/node/25715
1130/L;;arte valsesiana;XV;formelle applicate;legno intagliato;http://93.62.170.226/foto/M0019240.jpg;http://www.palazzomadamatorino.it/it/node/25716
1131/L;;arte veneta;XVI;sedia;legno intagliato;http://93.62.170.226/foto/M0019241.jpg;http://www.palazzomadamatorino.it/it/node/32810
1132/L;;arte lombarda;ca. 1590 - ca. 1600;due coppie presso fontana/ fondo di Citta'/ stemma coronato a bande verticali alternate rosse e oro;legno intagliato/ cuoio sbalzato;http://93.62.170.226/foto/M0019242.jpg;http://www.palazzomadamatorino.it/it/node/21863
1133/L;;arte lombarda;ca. 1590 - ca. 1600;edificio sul fondale/ persone ai lati di un tempietto/ stemma coronato a bande verticali alternate rosso e oro;legno intagliato/ cuoio sbalzato;http://93.62.170.226/foto/M0019243.jpg;http://www.palazzomadamatorino.it/it/node/21864
1134/L;;intagliatore franco-valdostano;XV;cassone;legno intagliato;http://93.62.170.226/foto/M0019244.jpg;http://www.palazzomadamatorino.it/it/node/32811
1135/L;;arte lombarda;ca. 1590 - ca. 1600;due giovani/ una fanciulla in un giardino/ Citta' sullo sfondo/ stemma coronato a bande verticali alternate rosse e oro;legno intagliato/ cuoio sbalzato;http://93.62.170.226/foto/M0019245.jpg;http://www.palazzomadamatorino.it/it/node/21865
1136/L;;arte lombarda;ca. 1590 - ca. 1600;corteo nuziale/ musici/ stemma coronato a bande verticali alternate rosse e oro;legno intagliato/ cuoio sbalzato;http://93.62.170.226/foto/M0019246.jpg;http://www.palazzomadamatorino.it/it/node/21866
1137/L;;arte toscana;XV;credenza;;http://93.62.170.226/foto/M0019247.jpg;http://www.palazzomadamatorino.it/it/node/32812
1138/L;;arte piemontese;XVII;mascherone/ rami fioriti su cui posano diverse specie di uccelli;legno intagliato;http://93.62.170.226/foto/M0019248.jpg;http://www.palazzomadamatorino.it/it/node/25717
1139/L;;arte piemontese;1630 - 1630;tavolo;legno intagliato;http://93.62.170.226/foto/M0019249.jpg;http://www.palazzomadamatorino.it/it/node/32813
1140/L;;arte toscana;XVI;tavolo;legno intagliato/ legno dorato;http://93.62.170.226/foto/M0019250.jpg;http://www.palazzomadamatorino.it/it/node/32814
1141/L;;scultore aostano;XIV;Madonna in trono col Bambino;legno policromo/ legno di cembro scolpito e dipinto;http://93.62.170.226/foto/M0019251.jpg;http://www.palazzomadamatorino.it/it/node/25718
1142/L;;bottega del Maestro della Madonna di Oropa;1310 - 1320;Madonna in trono col Bambino;legno policromo/ argento/ legno di cembro scolpito e dipinto;http://93.62.170.226/foto/M0019252.jpg;http://www.palazzomadamatorino.it/it/node/25719
1143/L;;scultore della Valle d'Aosta;XV;santo vescovo;legno intagliato/ legno dipinto;http://93.62.170.226/foto/M0019253.jpg;http://www.palazzomadamatorino.it/it/node/21867
1144/L;;scultore borgognone;XV;Santo;legno intagliato/ legno scolpito;http://93.62.170.226/foto/M0019254.jpg;http://www.palazzomadamatorino.it/it/node/21868
1145/L;;arte aostana;XV;imposta di porta a bussola;legno/ ferro;http://93.62.170.226/foto/M0019255.jpg;http://www.palazzomadamatorino.it/it/node/32815
1146/L;;arte aostana;XV;soffitto;legno;http://93.62.170.226/foto/M0019256.jpg;http://www.palazzomadamatorino.it/it/node/32816
